scheme,mukim,district,lat,lon,geo_level,matched
SEK. 21 PETALING JAYA,SUNGAI BULUH,Petaling,3.1088816,101.6229276,scheme,"Section 21, Petaling Jaya, Petaling, Selangor, Malaysia"
SEK. 21-28 BDR KLANG,BANDAR KELANG,Klang,,,none,
SEK. 21-28 BDR KLANG,KAPAR,Klang,,,none,
SEK. 21-28 BDR KLANG,KELANG,Klang,,,none,
SEK. 22 PETALING JAYA,BANDAR PETALING JAYA,Petaling,2.9950321,101.6100303,scheme,"Taman Perindustrian Puchong Utama Seksyen 2, Bandar Puchong Utama, Subang Jaya City Council, Petaling, Selangor, Malaysi"
"SEK. 24 S.ALAM -JLN 24/1-,24/30(K.REN)",BANDAR SHAH ALAM,Petaling,,,none,
SEK. 24 SHAH ALAM,BANDAR SHAH ALAM,Petaling,3.0382248,101.5185803,scheme,"Section 24, Shah Alam, Petaling, Selangor, Malaysia"
SEK. 24 SHAH ALAM -JLN 24/1-24/2(K.SED),BANDAR SHAH ALAM,Petaling,3.0392887,101.5145453,scheme,"Flat PKNS Seksyen 24 (blok 79), Jalan Timun 24/1, Rumah Berangkai 2 Tingkat, Section 24, Shah Alam, Petaling, Selangor, "
SEK. 27 SHAH ALAM,BANDAR SHAH ALAM,Petaling,3.0162039,101.5605905,scheme,"Telekom Malaysia Seksyen 27, Persiaran Klang, Section 27, Shah Alam, Petaling, Selangor, 40350, Malaysia"
SEK. 27 SHAH ALAM,DAMANSARA,Petaling,3.0162039,101.5605905,scheme,"Telekom Malaysia Seksyen 27, Persiaran Klang, Section 27, Shah Alam, Petaling, Selangor, 40350, Malaysia"
SEK. 27 SHAH ALAM,PEKAN HICOM,Petaling,3.0162039,101.5605905,scheme,"Telekom Malaysia Seksyen 27, Persiaran Klang, Section 27, Shah Alam, Petaling, Selangor, 40350, Malaysia"
SEK. 28 SHAH ALAM,DAMANSARA,Petaling,3.0053852,101.5667903,scheme,"Section 28, Shah Alam, Petaling, Selangor, Malaysia"
SEK. 28 SHAH ALAM,PEKAN HICOM,Petaling,3.0053852,101.5667903,scheme,"Section 28, Shah Alam, Petaling, Selangor, Malaysia"
SEK. 3 PETALING JAYA,BANDAR PETALING JAYA,Petaling,2.9950321,101.6100303,scheme,"Taman Perindustrian Puchong Utama Seksyen 2, Bandar Puchong Utama, Subang Jaya City Council, Petaling, Selangor, Malaysi"
SEK. 3. SHAH ALAM,BANDAR SHAH ALAM,Petaling,3.0666218,101.5078786,scheme,"Pencawang Elektrik UiTM Sek 2, Persiaran Raja Muda, Section 1, Shah Alam, Petaling, Selangor, 40000, Malaysia"
SEK. 4 PETALING JAYA,BANDAR PETALING JAYA,Petaling,2.9950321,101.6100303,scheme,"Taman Perindustrian Puchong Utama Seksyen 2, Bandar Puchong Utama, Subang Jaya City Council, Petaling, Selangor, Malaysi"
SEK. 4 SHAH ALAM,BANDAR SHAH ALAM,Petaling,3.0581503,101.5061685,scheme,"Pos Malaysia, Jalan Tukang 16/4, Section 16, Shah Alam, Petaling, Selangor, 40200, Malaysia"
SEK. 5 PETALING JAYA,BANDAR PETALING JAYA,Petaling,2.9950321,101.6100303,scheme,"Taman Perindustrian Puchong Utama Seksyen 2, Bandar Puchong Utama, Subang Jaya City Council, Petaling, Selangor, Malaysi"
SEK. 51A PETALING JAYA,BANDAR PETALING JAYA,Petaling,2.9950321,101.6100303,scheme,"Taman Perindustrian Puchong Utama Seksyen 2, Bandar Puchong Utama, Subang Jaya City Council, Petaling, Selangor, Malaysi"
"SEK. 52, PETALING JAYA",BANDAR PETALING JAYA,Petaling,2.9950321,101.6100303,scheme,"Taman Perindustrian Puchong Utama Seksyen 2, Bandar Puchong Utama, Subang Jaya City Council, Petaling, Selangor, Malaysi"
SEK. 6 PETALING JAYA,BANDAR PETALING JAYA,Petaling,2.9950321,101.6100303,scheme,"Taman Perindustrian Puchong Utama Seksyen 2, Bandar Puchong Utama, Subang Jaya City Council, Petaling, Selangor, Malaysi"
SEK. 6 SHAH ALAM,BANDAR SHAH ALAM,Petaling,3.0633293,101.5181953,scheme,"Volvo Malaysia, 6, Jalan Bicu 15/6, Section 15, Shah Alam, Petaling, Selangor, 40200, Malaysia"
SEK. 7 KOTA DAMANSARA RENDAH LILY,PEKAN BARU SG BULUH,Petaling,,,none,
SEK. 7 PETALING JAYA,BANDAR PETALING JAYA,Petaling,2.9950321,101.6100303,scheme,"Taman Perindustrian Puchong Utama Seksyen 2, Bandar Puchong Utama, Subang Jaya City Council, Petaling, Selangor, Malaysi"
SEK. 7 SHAH ALAM,BANDAR SHAH ALAM,Petaling,3.0645757,101.4895223,scheme,"Section 7 Community Police Station, 20, Jalan Plumbum AA 7/AA, Section 7, Shah Alam, Petaling, Selangor, 40000, Malaysia"
SEK. 7 SHAH ALAM-JLN PLUMBUM 7/95-7/99,BANDAR SHAH ALAM,Petaling,,,none,
SEK. 8 KOTA D'SARA-DAHLIA,PEKAN BARU SG BULUH,Petaling,,,none,
SEK. 8 PETALING JAYA,BANDAR PETALING JAYA,Petaling,2.9950321,101.6100303,scheme,"Taman Perindustrian Puchong Utama Seksyen 2, Bandar Puchong Utama, Subang Jaya City Council, Petaling, Selangor, Malaysi"
SEK. 8 SHAH ALAM,BANDAR SHAH ALAM,Petaling,3.0155946,101.5547628,scheme,"JFE Shoji Steel Malaysia Sdn. Bhd., Jalan Trompet 33/8, Taman Alam Indah, Section 33, Shah Alam, Klang, Selangor, 40350,"
SEK. 9 PETALING JAYA,BANDAR PETALING JAYA,Petaling,2.9950321,101.6100303,scheme,"Taman Perindustrian Puchong Utama Seksyen 2, Bandar Puchong Utama, Subang Jaya City Council, Petaling, Selangor, Malaysi"
SEK. 9 SHAH ALAM,BANDAR SHAH ALAM,Petaling,3.0883959,101.5471591,scheme,"MYDIN MART SEK 13, UNIT 9, Jalan Ragbi 13/30, Tadisma Business Park, Section 13, Bukit Jelutong, Shah Alam, Petaling, Se"
"SEK.1 & SEK. 1A , PETALING JAYA",BANDAR PETALING JAYA,Petaling,3.0988792,101.6454202,scheme,"Petaling Jaya, Petaling, Selangor, Malaysia"
"SEK.10, PETALING JAYA",BANDAR PETALING JAYA,Petaling,3.1607791,101.5876955,scheme,"Sek Rendah Agama Seksyen 5, Jalan Sepah Puteri 5/20, PJU 5, Kota Damansara, Petaling Jaya, Petaling, Selangor, 47810, Ma"
SEK.16 P.J ASTANA D'SARA / DESA PESONA,BANDAR PETALING JAYA,Petaling,,,none,
SEK.16 P.J ASTANA D'SARA / DESA PESONA,SUNGAI BULUH,Petaling,,,none,
SEK.18 SHAH ALAM-JLN 18/3-18/47,BANDAR SHAH ALAM,Petaling,,,none,
SEK.19 P.JAYA  - DAMANSARA BESTARI,BANDAR PETALING JAYA,Petaling,,,none,
SEK.19 S ALAM-JLN CANKUL19/3-19/15,BANDAR SHAH ALAM,Petaling,,,none,
SEK.20 S.ALAM JLN 20/16-20/17,BANDAR SHAH ALAM,Petaling,,,none,
SEK.27  BUNGA NEGARA-JLN 27/27-27A,PEKAN BARU HICOM,Petaling,,,none,
SEK.27  BUNGA NEGARA-JLN 27/27-27A,PEKAN HICOM,Petaling,,,none,
SEK.5 KOTA D'SARA -SIANTAN,PEKAN BARU SG BULUH,Petaling,,,none,
SEK.5 KOTA D'SARA-CARLINA,PEKAN BARU SG BULUH,Petaling,,,none,
SEK.6 KOTA D'SARA- GUGUSAN SEROJA,PEKAN BARU SG BULUH,Petaling,,,none,
SEK.6 KOTA D'SARA-R/P KOS RENDAH TANJUNG,PEKAN BARU SG BULUH,Petaling,,,none,
SEK.6 KOTA D'SARA-TERATAI,PEKAN BARU SG BULUH,Petaling,,,none,
SEK.7 KOTA D'SARA-GUGUSAN KEKWA,PEKAN BARU SG BULUH,Petaling,,,none,
SEK.7 KOTA D'SARA-KASIA,PEKAN BARU SG BULUH,Petaling,,,none,
SEK.7 KOTA D'SARA-ROSA,PEKAN BARU SG BULUH,Petaling,,,none,
SEK.7 S.ALAM JLN 7/96-7/100A(NILAM SARI),BANDAR SHAH ALAM,Petaling,,,none,
SEK.8 SHAH ALAM-JLN 8/1-8/2C,BANDAR SHAH ALAM,Petaling,,,none,
SEK5 PETALING JAYA-GASING INDAH,BANDAR PETALING JAYA,Petaling,,,none,
SEKATA VILLA,DENGKIL,Sepang,2.8590726,101.691103,road,"Jalan 4, Taman Gemilang, Kampung Lalang, Dengkil, Sepang, Selangor, 43800, Malaysia"
SEKATA VISTA,DENGKIL,Sepang,2.8576262,101.6822932,road,"Jalan KB 1, Kampung Baru Seri Dengkil, Kampung Cemperai, Dengkil, Sepang, Selangor, 43800, Malaysia"
SEKSYEN 1 BANDAR BARU BANGI,BANDAR BARU BANGI,Hulu Langat,2.9369618,101.7774154,scheme,"Surau Ar-Raudhah, Jalan 3/1, Seksyen 3, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, 43650, Malay"
SEKSYEN 10 - KOTA DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.1526857,101.585594,scheme,"Section 4, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SEKSYEN 10 - KOTA DAMANSARA,PEKAN KINRARA,Petaling,3.1526857,101.585594,scheme,"Section 4, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SEKSYEN 11 - KOTA DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.1526857,101.585594,scheme,"Section 4, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SEKSYEN 11 - KOTA DAMANSARA,SUNGAI BULUH,Petaling,3.1526857,101.585594,scheme,"Section 4, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SEKSYEN 15 BANDAR BARU BANGI,BANDAR BARU BANGI,Hulu Langat,2.9298626,101.7682066,scheme,"Seksyen 15, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SEKSYEN 16 BANDAR BARU BANGI,KAJANG,Hulu Langat,2.97761,101.7469913,scheme,"Repositori Jabatan Muzium Malaysia, Jalan P10/16, Seksyen 10, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, "
SEKSYEN 16 SHAH ALAM,BANDAR SHAH ALAM,Petaling,3.0537783,101.5010014,scheme,"Panasonic Industrial Devices Malaysia Sdn. Bhd., Persiaran Kemajuan, Section 16, Shah Alam, Petaling, Selangor, 40200, M"
SEKSYEN 2 BANDAR BARU BANGI,BANDAR BARU BANGI,Hulu Langat,2.9674309,101.7684993,scheme,"Seksyen 8, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SEKSYEN 2 BANDAR BARU BANGI,KAJANG,Hulu Langat,2.9674309,101.7684993,scheme,"Seksyen 8, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
"SEKSYEN 23, SHAH ALAM",BANDAR KELANG,Klang,3.0451696,101.5296381,scheme,"Dewan MBSA Seksyen 23, Jalan Tarif Satu 23/8A, Section 23, Shah Alam, Klang, Selangor, 40300, Malaysia"
"SEKSYEN 23, SHAH ALAM",BANDAR SHAH ALAM,Klang,3.0451696,101.5296381,scheme,"Dewan MBSA Seksyen 23, Jalan Tarif Satu 23/8A, Section 23, Shah Alam, Klang, Selangor, 40300, Malaysia"
"SEKSYEN 23, SHAH ALAM",BANDAR SHAH ALAM,Petaling,3.0441695,101.5339735,scheme,"Section 23, Shah Alam, Petaling, Selangor, Malaysia"
SEKSYEN 26 SHAH ALAM,PEKAN BARU HICOM,Petaling,3.0297414,101.5655974,scheme,"Gas Malaysia Bhd, Section 26, Shah Alam, Petaling, Selangor, Malaysia"
SEKSYEN 26 SHAH ALAM,PEKAN HICOM,Petaling,3.0297414,101.5655974,scheme,"Gas Malaysia Bhd, Section 26, Shah Alam, Petaling, Selangor, Malaysia"
"SEKSYEN 29, SHAH ALAM",KELANG,Klang,2.9667308,101.5535188,scheme,"Section 29, Shah Alam, Klang, Selangor, Malaysia"
SEKSYEN 3 BANDAR BARU BANGI,BANDAR BARU BANGI,Hulu Langat,2.9424329,101.7796439,scheme,"Seksyen 3, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, 43650, Malaysia"
SEKSYEN 3 BANDAR BARU BANGI,KAJANG,Hulu Langat,2.9424329,101.7796439,scheme,"Seksyen 3, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, 43650, Malaysia"
"SEKSYEN 30, SHAH ALAM",KELANG,Klang,2.9733684,101.5109387,scheme,"Section 30, Shah Alam, Klang, Selangor, Malaysia"
"SEKSYEN 32, SHAH ALAM",KELANG,Klang,3.0015496,101.5049707,scheme,"Section 32, Shah Alam, Klang, Selangor, Malaysia"
"SEKSYEN 32, SHAH ALAM (P/L 2920)",KELANG,Klang,3.0015496,101.5049707,scheme,"Section 32, Shah Alam, Klang, Selangor, Malaysia"
"SEKSYEN 33, SHAH ALAM",PEKAN HICOM,Petaling,3.0155946,101.5547628,scheme,"JFE Shoji Steel Malaysia Sdn. Bhd., Jalan Trompet 33/8, Taman Alam Indah, Section 33, Shah Alam, Klang, Selangor, 40350,"
"SEKSYEN 36, SHAH ALAM",KELANG,Klang,3.0310692,101.4884403,scheme,"Section 36, Shah Alam, Klang, Selangor, Malaysia"
SEKSYEN 4 - KOTA DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.1526857,101.585594,scheme,"Section 4, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SEKSYEN 4 BANDAR BARU BANGI,BANDAR BARU BANGI,Hulu Langat,2.964732,101.7806947,scheme,"Jabatan Penerangan Malaysia Daerah Hulu Langat, Jalan 4/11A, Seksyen 4, Bandar Baru Bangi, Kajang Municipal Council, Hul"
SEKSYEN 4 BANDAR BARU BANGI,KAJANG,Hulu Langat,2.964732,101.7806947,scheme,"Jabatan Penerangan Malaysia Daerah Hulu Langat, Jalan 4/11A, Seksyen 4, Bandar Baru Bangi, Kajang Municipal Council, Hul"
SEKSYEN 5 - KOTA DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.1526857,101.585594,scheme,"Section 4, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SEKSYEN 5 BANDAR BARU BANGI,BANDAR KAJANG,Hulu Langat,2.9588503,101.7856411,scheme,"Section 5, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SEKSYEN 6 - KOTA DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.1526857,101.585594,scheme,"Section 4, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SEKSYEN 7 - KOTA DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.1684412,101.5756596,scheme,"Section 7, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SEKSYEN 7 BANDAR BARU BANGI,BANDAR BARU BANGI,Hulu Langat,2.9698342,101.7779106,scheme,"Seksyen 7, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SEKSYEN 8 - KOTA DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.1526857,101.585594,scheme,"Section 4, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SEKSYEN 8 BANDAR BARU BANGI,BANDAR BARU BANGI,Hulu Langat,2.9674309,101.7684993,scheme,"Seksyen 8, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SEKSYEN 9 - KOTA DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.1526857,101.585594,scheme,"Section 4, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SEKSYEN 9 BDR BARU BANGI,BANDAR BARU BANGI,Hulu Langat,2.9612915,101.7490561,scheme,"Seksyen 9, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SELANGOR CYBER VALLEY-RESIDENCY AURORA,BANDAR CYBERJAYA,Sepang,,,none,
SELANGOR CYBER VALLEY-RESIDENCY AURORA,DENGKIL,Sepang,,,none,
SELANGOR KU - TULIP,PEKAN DESA PUCHONG,Petaling,,,none,
SELANGOR MANSION,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1521129,101.6973839,scheme,"Selangor Mansion, Jalan Masjid India, Kampung Cendana, Kuala Lumpur, 50100, Malaysia"
SELANGORKU PPAM @ULU YAM,SETAPAK,Gombak,,,none,
SELANGORKU PR1MA LAKEFRONT HOMES,BANDAR CYBERJAYA,Sepang,2.9276177,101.6300059,scheme,"Block A, Selangorku PR1MA Lakefront Homes, Persiaran Sepang, Cyber 11, Cyberjaya, Sepang, Selangor, 63000, Malaysia"
SELASIH APARTMENT-D'SARA  DAMAI,SUNGAI BULUH,Petaling,,,none,
"SELASIH COURT - SEK. 4, PJ",BANDAR PETALING JAYA,Petaling,,,none,
SELAYANG CENTRE POINT,BANDAR SELAYANG,Gombak,3.2483572,101.6692299,scheme,"Selayang Centre Point, Kampung Selayang Baru, Batu Caves, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SELAYANG FLAT,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1661678,101.6957937,scheme,"Selayang Mansion, Lorong Chow Kit 6, Kampung Periuk, Chow Kit, Sentul, Kuala Lumpur, 50586, Malaysia"
SELAYANG HEIGHT,BATU,Gombak,,,none,
SELAYANG HEIGHTS,BATU,Gombak,3.2693454,101.6520786,scheme,"Selayang Heights, Batu Caves, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SELAYANG HEIGHTS,RAWANG,Gombak,3.2693454,101.6520786,scheme,"Selayang Heights, Batu Caves, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SELAYANG POINT,BANDAR SELAYANG,Gombak,3.2408872,101.6497914,scheme,"Selayang Point, Batu Caves, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SEMANTAN VILLAS,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1498477,101.6661212,scheme,"Semantan Villas, Taman Duta, Kuala Lumpur, Malaysia"
SEMARAK&SEROJA - SETIA ALAM,BUKIT RAJA,Petaling,,,none,
SEMENYIH IMPIANA,SEMENYIH,Hulu Langat,2.9315894,101.8317324,scheme,"Jalan Semenyih Impiana 2, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, 43700, Malaysia"
SEMENYIH PARKLANDS,BERANANG,Hulu Langat,2.8959905,101.8734288,scheme,"Semenyih Parklands, Sesapan Batu Rembau, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SENI MONT KIARA,MUKIM BATU,Kuala Lumpur,3.170817,101.6596262,scheme,"Seni Mont Kiara Condo, Mont Kiara, Kuala Lumpur, Malaysia"
"SENI RESIDENCE, SUNSURIA CITY",DENGKIL,Sepang,2.8318345,101.6976991,road,"Jalan Sunsuria, Sunsuria City, Dengkil, Sepang, Selangor, 43900, Malaysia"
SENTOSA COURT,MUKIM PETALING,Kuala Lumpur,3.076518,101.6567743,scheme,"Sentosa Court, Overseas Union Garden, Kuala Lumpur, Malaysia"
SENTOSA HEIGHTS,BANDAR KAJANG,Hulu Langat,2.9967431,101.7937248,scheme,"Sentosa Heights, Kampung Asrah, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SENTUL GARDEN,MUKIM SETAPAK,Kuala Lumpur,3.1818198,101.6875856,scheme,"Senator Office Furniture Malaysia, Jalan Strachan, Million Garden, Sentul, Kuala Lumpur, 51000, Malaysia"
SENTUL JAYA,MUKIM SETAPAK,Kuala Lumpur,3.1941432,101.6895773,scheme,"Jalan Sentul Jaya, Taman Kosmo Jaya, Kampung Chubadak Hulu, Kampung Padang Balang, Kuala Lumpur, 51100, Malaysia"
SENTUL MURNI,MUKIM SETAPAK,Kuala Lumpur,3.199816,101.6958193,scheme,"PPR Sentul Murni, Kampung Chubadak Hulu, Kampung Padang Balang, Kuala Lumpur, Malaysia"
SENTUL PARK,MUKIM BATU,Kuala Lumpur,3.1834452,101.685609,scheme,"Sentul Park, Kampung Kasipillay, Kuala Lumpur, Malaysia"
SENTUL PARK,MUKIM SETAPAK,Kuala Lumpur,3.1834452,101.685609,scheme,"Sentul Park, Kampung Kasipillay, Kuala Lumpur, Malaysia"
SENTUL PASAR,MUKIM BATU,Kuala Lumpur,3.1985613,101.6989658,scheme,"Sentul Pasar, Lebuhraya DUKE, Kampung Puah, Kampung Padang Balang, Kuala Lumpur, 53000, Malaysia"
SENTUL PERDANA,MUKIM SETAPAK,Kuala Lumpur,3.2034814,101.6892818,scheme,"Jalan Sentul Perdana, Kampung Chubadak Hulu, Kampung Padang Balang, Kuala Lumpur, 51100, Malaysia"
SENTUL POINT SUITE APARTMENTS,MUKIM SETAPAK,Kuala Lumpur,,,none,
SENTUL UTAMA KONDOMINIUM,MUKIM SETAPAK,Kuala Lumpur,3.1977143,101.698206,scheme,"Sentul Utama Condominium, Kampung Puah, Kampung Padang Balang, Kuala Lumpur, Malaysia"
SEPUTEH HEIGHTS,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1175128,101.6860645,scheme,"Seputeh Heights, Seputeh, Kuala Lumpur, Malaysia"
SEPUTIH PERMAI KONDO,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
SERAI BUKIT BANDARAYA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1407813,101.6609273,scheme,"Serai Bukit Bandaraya, Bangsar, Kuala Lumpur, Malaysia"
SERAI SAUJANA - U2 SAUJANA RESORT,BDR SAUJANA,Petaling,,,none,
SERDANG HEIGHT,PETALING,Petaling,3.0184369,101.6896763,scheme,"Serdang Height Water Reservior, Jalan Makmur 3/2, Serdang Heights Seksyen 3, Serdang Heights, Seri Kembangan, Subang Jay"
SERDANG JAYA (PKNS),PEKAN SERDANG,Petaling,3.0214905,101.708945,scheme,"Serdang Jaya, Jalan Raya 1, Seri Serdang, Seri Kembangan, Subang Jaya City Council, Petaling, Selangor, 43300, Malaysia"
SERDANG JAYA (PKNS),PETALING,Petaling,3.0214905,101.708945,scheme,"Serdang Jaya, Jalan Raya 1, Seri Serdang, Seri Kembangan, Subang Jaya City Council, Petaling, Selangor, 43300, Malaysia"
SERDANG PERDANA (CHCC),PEKAN SERDANG,Petaling,3.0367499,101.7071585,scheme,"Serdang Perdana, Seri Kembangan, Subang Jaya City Council, Petaling, Selangor, Malaysia"
SERDANG RAYA COURT,PEKAN SERDANG,Petaling,3.0429514,101.7018195,scheme,"Perindustrian Serdang Raya 7;SR Court Apartment, Jalan SR 7/2, Serdang Raya 7, Serdang Raya, Seri Kembangan, Subang Jaya"
SERENA RESIDENCE RAWANG,RAWANG,Gombak,3.3107925,101.5967633,road,"Jalan SR 10/3, Apartment Taman Setia Rawang, Rawang, Selayang Municipal Council, Gombak, Selangor, 48000, Malaysia"
SERENE HEIGHTS,SEMENYIH,Hulu Langat,2.9213462,101.8150767,scheme,"Serene Heights, Kampung Batu Tiga, Bangi Lama, Kajang Municipal Council, Hulu Langat, Selangor, 43600, Malaysia"
SERENE KIARA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1623677,101.6394596,scheme,"Villa Serene Kiara, Kuala Lumpur, Malaysia"
SERENIA AMALIA @ SELANGORKU,DENGKIL,Sepang,2.8611537,101.7033061,road,"Jalan Aman Serenia 3/3, Serenia Amalia 1, Serenia City, Kampung Lalang, Dengkil, Sepang, Selangor, 43800, Malaysia"
SERENIA CITY,BANDAR,Kuala Langat,,,none,
SERENIA CITY,DENGKIL,Sepang,2.8454083,101.7045552,scheme,"Serenia City, Kampung Ampar Tenang, Dengkil, Sepang, Selangor, Malaysia"
SERENIA CITY,TANJUNG 12,Kuala Langat,,,none,
SERENIA GARDEN,HULU KLANG,Gombak,,,none,
SERI AKASIA -  TMN PUCHONG PRIMA,PETALING,Petaling,,,none,
SERI AMAN HEIGHTS,BANDAR SUNGAI BULOH,Gombak,,,none,
SERI AMPANG HILIR RESIDENCES,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
SERI ANGGUN,MUKIM BATU,Kuala Lumpur,3.1931772,101.6828467,scheme,"Seri Anggun Condominium, Batu, Kuala Lumpur, Malaysia"
SERI ATRIA - SUBANG BISTARI,SUNGAI BULUH,Petaling,,,none,
SERI BANGI (SEK 8 ),BANDAR BARU BANGI,Hulu Langat,2.964297,101.7624564,scheme,"Seri Bangi, Seksyen 8, Bandar Baru Bangi, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SERI BERINGIN (DAMANSARA HEIGHTS),MUKIM KUALA LUMPUR,Kuala Lumpur,3.1441365,101.6521839,scheme,"Taman Seri Beringin, Damansara Heights, Kuala Lumpur, Malaysia"
SERI BUDIMAN,HULU LANGAT,Hulu Langat,3.061316,101.7986229,scheme,"Jalan Seri Budiman 1/1, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43000, Malaysia"
SERI DAHLIA APARTMENT-U12 S.ALAM,BANDAR SHAH ALAM,Petaling,,,none,
SERI DELIMA - U6,BUKIT RAJA,Petaling,,,none,
SERI GEMBIRA APARTMENT,MUKIM BATU,Kuala Lumpur,3.1947148,101.6746832,scheme,"Seri Gembira Apartment, Batu, Kuala Lumpur, 51200, Malaysia"
SERI JATI & BAIDURI-BDR SETIA  ALAM,BUKIT RAJA,Petaling,,,none,
SERI JATI - ARA DAMANSARA,DAMANSARA,Petaling,3.1175963,101.5734487,scheme,"Rumah Pangsa Seri Jati, PJU 1A, Ara Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SERI JATI - PUCHONG HARTAMAS,PETALING,Petaling,3.0039578,101.6200473,scheme,"Seri Jati, Puchong Hartamas, Jalan Bakawali, Kampung Pasir Baru Puchong, Puchong Perdana, Puchong, Subang Jaya City Coun"
SERI KASTURI APARTMENT-BDR SETIA ALAM,BUKIT RAJA,Petaling,,,none,
SERI KUCHAI,MUKIM PETALING,Kuala Lumpur,3.0794631,101.6866761,scheme,"Seri Gembira Avenue, Kuchai Lama, Kuala Lumpur, Malaysia"
SERI MAS CONDOMINIUM,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1129962,101.7227717,scheme,"Seri Mas Condominium, Pudu Ulu, Cheras, Kuala Lumpur, Malaysia"
SERI MAYA,BANDAR HULU KELANG,Gombak,3.1747252,101.7339238,scheme,"Seri Maya Condominium, Ulu Kelang, Ampang Jaya Municipal Council, Gombak, Selangor, Malaysia"
SERI MUTIARA APARTMENT-BDR SETIA ALAM,BUKIT RAJA,Petaling,,,none,
SERI NUANG - BUKIT BANDARAYA SHAH ALAM,BUKIT RAJA,Petaling,3.0961273,101.4925344,scheme,"Pangsapuri Seri Nuang / Nuang Hills, Persiaran Gunung Nuang, Bukit Bandaraya, Section U11, Shah Alam, Petaling, Selangor"
SERI PEGAGA APARTMENT-U12 SHAH ALAM,BANDAR SHAH ALAM,Petaling,,,none,
SERI PRISTANA,IJOK,Kuala Selangor,3.2109422,101.4733278,scheme,"Seri Pristana, Bandar Saujana Utama, Kuala Selangor, Selangor, Malaysia"
SERI PUTERI HILLS - PST BDR PUCHONG,PETALING,Petaling,3.0030535,101.6294068,road,"Jalan Puteri 11/1, Bandar Puteri 11, Bandar Puteri Puchong, Puchong, Subang Jaya City Council, Petaling, Selangor, 47100"
SERI PUTERI KONDOMINIUM,MUKIM KUALA LUMPUR,Kuala Lumpur,3.111586,101.7148606,scheme,"Kondominium Seri Puteri, 55, Jalan Jelawat 1, Taman Ikan Emas, Bandar Sri Permaisuri, Cheras, Kuala Lumpur, 51020, Malay"
SERI RAJA CHULAN,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1484721,101.7070422,scheme,"Kondominium Seri Raja Chulan, 12, Bukit Bintang, Kuala Lumpur, Malaysia"
"SERI RESIDENSI, SUNGAI KAPAR INDAH",KAPAR,Klang,,,none,
